symbol,ID,adj.P.Val,P.Value,t,B,logFC,ORF,desc
WDR89,112840_at,0.963,0.854129,0.187099,-5.7759,0.0593889,112840,WD repeat domain 89
uncharacterized LOC100506371,100506371_at,0.963,0.8541621,0.187056,-5.7759,0.0172389,100506371,uncharacterized LOC100506371
CD8B,926_at,0.963,0.854168,0.187048,-5.7759,0.0182333,926,CD8b molecule
THBS4,7060_at,0.963,0.8541748,-0.18704,-5.7759,-0.0298611,7060,thrombospondin 4
RPUSD2,27079_at,0.963,0.8542226,0.186977,-5.7759,0.0424778,27079,RNA pseudouridylate synthase domain containing 2
LTV1,84946_at,0.963,0.8542688,-0.186917,-5.7759,-0.0544444,84946,LTV1 homolog (S. cerevisiae)
CHM,1121_at,0.963,0.8542998,-0.186877,-5.776,-0.0452722,1121,choroideremia (Rab escort protein 1)
APMAP,57136_at,0.964,0.8544312,0.186707,-5.776,0.0542444,57136,chromosome 20 open reading frame 3
PSG1,5672_at,0.964,0.8544682,-0.186658,-5.776,-0.0565278,5672,pregnancy specific beta-1-glycoprotein 4
IL32,9235_at,0.964,0.8545637,-0.186534,-5.776,-0.1741778,9235,interleukin 32
MTHFD1,4522_at,0.964,0.8545641,0.186534,-5.776,0.0562778,4522,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase"
WNT10B,7480_at,0.964,0.8546188,0.186463,-5.776,0.0636889,7480,"wingless-type MMTV integration site family, member 10B"
NYAP1,222950_at,0.964,0.8546296,-0.186449,-5.776,-0.0181833,222950,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 1
FGF13,2258_at,0.964,0.8548654,0.186143,-5.7761,0.1626056,2258,fibroblast growth factor 13
FGFBP2,83888_at,0.964,0.8549116,0.186083,-5.7761,0.0297833,83888,fibroblast growth factor binding protein 2
GPR88,54112_at,0.964,0.854925,-0.186065,-5.7761,-0.0191778,54112,G protein-coupled receptor 88
SYT13,57586_at,0.964,0.8550221,-0.185939,-5.7761,-0.1301111,57586,synaptotagmin XIII
PITPNB,23760_at,0.964,0.8550652,0.185883,-5.7761,0.0268889,23760,"phosphatidylinositol transfer protein, beta"
PRKCB,5579_at,0.964,0.8550654,0.185883,-5.7761,0.0138611,5579,"protein kinase C, beta"
CCNJ,54619_at,0.964,0.8551178,0.185815,-5.7761,0.0688333,54619,cyclin J
RNF39,80352_at,0.964,0.8552082,-0.185698,-5.7762,-0.0648556,80352,ring finger protein 39
TMOD3,29766_at,0.964,0.8552985,-0.18558,-5.7762,-0.0567556,29766,tropomodulin 3 (ubiquitous)
IVL,3713_at,0.964,0.8553379,0.185529,-5.7762,0.0321222,3713,involucrin
POLR1A,25885_at,0.964,0.8554786,-0.185347,-5.7762,-0.0438944,25885,"polymerase (RNA) I polypeptide A, 194kDa"
ZRANB2,9406_at,0.964,0.8554826,0.185341,-5.7762,0.0455556,9406,"zinc finger, RAN-binding domain containing 2"
KL,9365_at,0.964,0.8555027,0.185315,-5.7762,0.1167889,9365,klotho
TMEM132D,121256_at,0.964,0.8555346,-0.185274,-5.7762,-0.0216944,121256,transmembrane protein 132D
CDK1,983_at,0.964,0.8556327,0.185146,-5.7763,0.0494444,983,cyclin-dependent kinase 1
DOCK8,81704_at,0.964,0.8556465,0.185129,-5.7763,0.1077056,81704,dedicator of cytokinesis 8
SFPQ,654780_at,0.964,0.8557473,0.184998,-5.7763,0.0220389,654780,SFPQ
RBM33,155435_at,0.964,0.8557612,0.18498,-5.7763,0.0233944,155435,RNA binding motif protein 33
UBA5,79876_at,0.964,0.855922,-0.184771,-5.7763,-0.0494722,79876,ubiquitin-like modifier activating enzyme 5
EEF1A1,1915_at,0.964,0.855947,-0.184739,-5.7763,-0.0952778,1915,eukaryotic translation elongation factor 1 alpha 1
EFCAB6,64800_at,0.964,0.8560939,-0.184548,-5.7764,-0.0153667,64800,EF-hand calcium binding domain 6
PHACTR2,9749_at,0.964,0.8560994,0.184541,-5.7764,0.0755778,9749,phosphatase and actin regulator 2
uncharacterized LOC100507303,100507303_at,0.964,0.8561078,0.18453,-5.7764,0.0817333,100507303,uncharacterized LOC100507303
NCEH1,57552_at,0.964,0.8563872,-0.184167,-5.7764,-0.1113389,57552,neutral cholesterol ester hydrolase 1
FAHD1,81889_at,0.964,0.8564294,-0.184112,-5.7764,-0.0433833,81889,fumarylacetoacetate hydrolase domain containing 1
INTS7,25896_at,0.964,0.8565357,0.183974,-5.7765,0.04465,25896,integrator complex subunit 7
ZNF430,80264_at,0.964,0.8565781,-0.183919,-5.7765,-0.1059667,80264,zinc finger protein 430
CYB5D2,124936_at,0.964,0.8565874,-0.183907,-5.7765,-0.0878722,124936,cytochrome b5 domain containing 2
DNASE1,1773_at,0.964,0.8565895,0.183904,-5.7765,0.0323167,1773,deoxyribonuclease I
uncharacterized LOC100507419,100507419_at,0.964,0.8566704,0.1838,-5.7765,0.0495389,100507419,uncharacterized LOC100507419
TRAFD1,10906_at,0.964,0.8568763,0.183532,-5.7766,0.0307,10906,TRAF-type zinc finger domain containing 1
uncharacterized LOC100128361,100128361_at,0.964,0.8569125,0.183485,-5.7766,0.0418,100128361,uncharacterized LOC100128361
BLVRA,644_at,0.964,0.8569628,0.18342,-5.7766,0.1240667,644,biliverdin reductase A
RDH11,51109_at,0.964,0.857031,0.183332,-5.7766,0.0455111,51109,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
FCRL2,79368_at,0.964,0.8570319,-0.18333,-5.7766,-0.0149444,79368,Fc receptor-like 2
POC1A,25886_at,0.964,0.8571026,0.183239,-5.7766,0.0409889,25886,POC1 centriolar protein homolog A (Chlamydomonas)
SLC38A6,145389_at,0.964,0.8571727,0.183148,-5.7766,0.1097333,145389,"solute carrier family 38, member 6"
PLEKHJ1,55111_at,0.964,0.8572423,-0.183057,-5.7766,-0.0491333,55111,"pleckstrin homology domain containing, family J member 1"
MARF1,9665_at,0.964,0.8573141,-0.182964,-5.7767,-0.0278944,9665,KIAA0430
RFX2,5990_at,0.964,0.8573529,0.182914,-5.7767,0.0330444,5990,"regulatory factor X, 2 (influences HLA class II expression)"
RFPL2,10739_at,0.964,0.8573873,0.182869,-5.7767,0.0445167,10739,ret finger protein-like 2
TMCC2,9911_at,0.964,0.8573944,0.18286,-5.7767,0.0258611,9911,transmembrane and coiled-coil domain family 2
RNF123,63891_at,0.964,0.8574068,0.182844,-5.7767,0.0521778,63891,ring finger protein 123
ZNF232,7775_at,0.965,0.8577515,-0.182397,-5.7768,-0.0623056,7775,zinc finger protein 232
TAS2R14,50840_at,0.965,0.8578425,-0.182279,-5.7768,-0.0315222,50840,"taste receptor, type 2, member 14"
CSTA,1475_at,0.965,0.857899,0.182205,-5.7768,0.1196167,1475,cystatin A (stefin A)
TOR3A,64222_at,0.965,0.857906,0.182196,-5.7768,0.0652,64222,"torsin family 3, member A"
ACOT4,122970_at,0.965,0.8580132,0.182057,-5.7768,0.0930611,122970,acyl-CoA thioesterase 4
PARG,8505_at,0.965,0.8581404,0.181892,-5.7768,0.0328167,8505,poly (ADP-ribose) glycohydrolase
uncharacterized LOC100506684,100506684_at,0.965,0.8583277,-0.181649,-5.7769,-0.0226333,100506684,uncharacterized LOC100506684
PLEKHM1,9842_at,0.965,0.8584404,-0.181503,-5.7769,-0.0682667,9842,"pleckstrin homology domain containing, family M (with RUN domain) member 1"
FGD5-AS1,100505641_at,0.965,0.8584446,-0.181497,-5.7769,-0.0553,100505641,uncharacterized LOC100505641
TMEM235,283999_at,0.965,0.858506,-0.181418,-5.7769,-0.0191167,283999,transmembrane protein 235
UBE2D3,7323_at,0.965,0.8586528,-0.181227,-5.777,-0.0377222,7323,ubiquitin-conjugating enzyme E2D 3
FRAS1,80144_at,0.965,0.8586565,-0.181223,-5.777,-0.1200722,80144,Fraser syndrome 1
SOX13,9580_at,0.965,0.8587056,-0.181159,-5.777,-0.061,9580,SRY (sex determining region Y)-box 13
TTTY12,83867_at,0.965,0.8587518,-0.181099,-5.777,-0.0218333,83867,"testis-specific transcript, Y-linked 12 (non-protein coding)"
MFSD13A,79847_at,0.965,0.8587524,0.181098,-5.777,0.0825667,79847,transmembrane protein 180
TRMT5,57570_at,0.965,0.8587781,-0.181065,-5.777,-0.0474611,57570,TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)
SNHG7,84973_at,0.965,0.8588252,0.181004,-5.777,0.0565278,84973,small nucleolar RNA host gene 7 (non-protein coding)
ZNF787,126208_at,0.965,0.8588375,0.180988,-5.777,0.0586833,126208,zinc finger protein 787
COL18A1-AS1,378832_at,0.965,0.8589224,-0.180878,-5.777,-0.0188556,378832,COL18A1 antisense RNA 1 (non-protein coding)
ZFYVE27,118813_at,0.965,0.8590149,-0.180758,-5.777,-0.0345278,118813,"zinc finger, FYVE domain containing 27"
TEC,7006_at,0.965,0.8590183,0.180753,-5.777,0.0302944,7006,tec protein tyrosine kinase
DPY19L3,147991_at,0.965,0.859227,-0.180482,-5.7771,-0.05385,147991,dpy-19-like 3 (C. elegans)
KCNK7,10089_at,0.965,0.8594654,0.180173,-5.7771,0.0157889,10089,"potassium channel, subfamily K, member 7"
DNAJB7,150353_at,0.965,0.8594659,-0.180173,-5.7771,-0.0248611,150353,"DnaJ (Hsp40) homolog, subfamily B, member 7"
EIF3H,8667_at,0.965,0.8594876,-0.180145,-5.7771,-0.0422222,8667,"eukaryotic translation initiation factor 3, subunit H"
ZNF721,170960_at,0.965,0.8595365,-0.180081,-5.7772,-0.0728611,170960,zinc finger protein 721
LRRC49,54839_at,0.965,0.8595519,-0.180061,-5.7772,-0.06445,54839,leucine rich repeat containing 49
THNSL2,55258_at,0.965,0.8596454,0.17994,-5.7772,0.1204889,55258,threonine synthase-like 2 (S. cerevisiae)
SYNJ2,8871_at,0.965,0.8597214,0.179841,-5.7772,0.0699056,8871,synaptojanin 2
ITIH6,347365_at,0.965,0.8597407,-0.179816,-5.7772,-0.0260222,347365,"inter-alpha-trypsin inhibitor heavy chain family, member 6"
H2BC5,3017_at,0.965,0.8597417,-0.179815,-5.7772,-0.1036667,3017,"histone cluster 1, H2bd"
SLMAP,7871_at,0.965,0.8599227,-0.17958,-5.7772,-0.0396056,7871,sarcolemma associated protein
TMEM259,91304_at,0.965,0.8599512,0.179543,-5.7773,0.0862556,91304,chromosome 19 open reading frame 6
CMKLR2,2825_at,0.965,0.8600526,0.179412,-5.7773,0.0203333,2825,G protein-coupled receptor 1
MLST8,64223_at,0.965,0.8600613,0.1794,-5.7773,0.0656444,64223,"MTOR associated protein, LST8 homolog (S. cerevisiae)"
CTAG2,30848_at,0.965,0.8600988,-0.179352,-5.7773,-0.0321667,30848,cancer/testis antigen 2
PRR11,55771_at,0.965,0.8601364,-0.179303,-5.7773,-0.0633833,55771,proline rich 11
INPP5D,3635_at,0.965,0.8602407,-0.179168,-5.7773,-0.0997833,3635,"inositol polyphosphate-5-phosphatase, 145kDa"
PPP1R9A,55607_at,0.965,0.8602973,0.179095,-5.7773,0.1259167,55607,"protein phosphatase 1, regulatory subunit 9A"
ICOS,29851_at,0.965,0.8602987,0.179093,-5.7773,0.0167278,29851,inducible T-cell co-stimulator
ADGRF5,221395_at,0.965,0.8603425,0.179036,-5.7773,0.02245,221395,G protein-coupled receptor 116
small proline-rich protein 2C (pseudogene),6702_at,0.965,0.8605701,0.178741,-5.7774,0.0164778,6702,small proline-rich protein 2C (pseudogene)
BROX,148362_at,0.965,0.8607651,-0.178488,-5.7774,-0.0746556,148362,BRO1 domain and CAAX motif containing
H2AC15,8330_at,0.965,0.8608134,-0.178425,-5.7774,-0.0402944,8330,"histone cluster 1, H2ak"
T cell receptor alpha variable 6,6956_at,0.965,0.8608759,0.178344,-5.7775,0.0194944,6956,T cell receptor alpha variable 6
CABP2,51475_at,0.965,0.8609409,-0.17826,-5.7775,-0.0237,51475,calcium binding protein 2
uncharacterized LOC100506312,100506312_at,0.965,0.8609677,0.178225,-5.7775,0.0277611,100506312,uncharacterized LOC100506312
BMP4,652_at,0.966,0.8611764,0.177955,-5.7775,0.1387833,652,bone morphogenetic protein 4
MMP15,4324_at,0.966,0.8613464,-0.177734,-5.7776,-0.0325444,4324,matrix metallopeptidase 15 (membrane-inserted)
PTBP2,58155_at,0.966,0.8614866,0.177553,-5.7776,0.0717722,58155,polypyrimidine tract binding protein 2
PSPC1,55269_at,0.966,0.8615941,-0.177413,-5.7776,-0.0709,55269,paraspeckle component 1
TRAP1,10131_at,0.966,0.8616576,-0.177331,-5.7776,-0.0560333,10131,TNF receptor-associated protein 1
IPPK,64768_at,0.966,0.8618232,0.177116,-5.7777,0.0310611,64768,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase"
SCARB1,949_at,0.966,0.8618245,-0.177115,-5.7777,-0.0769333,949,"scavenger receptor class B, member 1"
JADE3,9767_at,0.966,0.8619355,0.176971,-5.7777,0.0590278,9767,PHD finger protein 16
uncharacterized LOC100507267,100507267_at,0.966,0.8620345,-0.176842,-5.7777,-0.0214944,100507267,uncharacterized LOC100507267
SPEM1,374768_at,0.966,0.862046,-0.176827,-5.7777,-0.01745,374768,spermatid maturation 1
EDA,1896_at,0.966,0.8622227,0.176598,-5.7778,0.0361722,1896,ectodysplasin A
ATP5MG,10632_at,0.966,0.8622754,-0.17653,-5.7778,-0.0287222,10632,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G"
NOTCH4,4855_at,0.966,0.8623113,-0.176484,-5.7778,-0.0347833,4855,notch 4
TBXT,6862_at,0.966,0.8623353,0.176453,-5.7778,0.0412,6862,"T, brachyury homolog (mouse)"
LRIG2,9860_at,0.966,0.8623758,0.1764,-5.7778,0.0365222,9860,leucine-rich repeats and immunoglobulin-like domains 2
PFKFB2,5208_at,0.966,0.862377,0.176398,-5.7778,0.0398056,5208,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
CEP95,90799_at,0.966,0.8624044,-0.176363,-5.7778,-0.0617333,90799,centrosomal protein 95kDa
GNAO1-DT,283856_at,0.966,0.8624856,0.176258,-5.7778,0.0193611,283856,uncharacterized LOC283856
TMEM35B,100506144_at,0.966,0.8625092,0.176227,-5.7778,0.0496111,100506144,ZMYM6 neighbor
CSF1R,1436_at,0.966,0.862521,-0.176212,-5.7778,-0.0207889,1436,colony stimulating factor 1 receptor
MAK16,84549_at,0.966,0.8625285,-0.176202,-5.7778,-0.0448444,84549,MAK16 homolog (S. cerevisiae)
H3C1,8350_at,0.966,0.8625625,0.176158,-5.7778,0.0300444,8350,"histone cluster 1, H3a"
FAM13B,51306_at,0.966,0.8626003,-0.176109,-5.7778,-0.0536389,51306,"family with sequence similarity 13, member B"
SEPTIN12,124404_at,0.966,0.8626532,-0.17604,-5.7779,-0.0204389,124404,septin 12
uncharacterized LOC100506379,100506379_at,0.966,0.8626627,0.176028,-5.7779,0.0164611,100506379,uncharacterized LOC100506379
TAS2R39,259285_at,0.966,0.8627547,0.175909,-5.7779,0.0255444,259285,"taste receptor, type 2, member 39"
DMP1,1758_at,0.966,0.862827,0.175815,-5.7779,0.0193444,1758,dentin matrix acidic phosphoprotein 1
HTR4,3360_at,0.966,0.8628601,-0.175772,-5.7779,-0.0150833,3360,5-hydroxytryptamine (serotonin) receptor 4
IGF1,3479_at,0.966,0.8628613,-0.175771,-5.7779,-0.0148833,3479,insulin-like growth factor 1 (somatomedin C)
BRSK1,84446_at,0.966,0.8628923,-0.175731,-5.7779,-0.0309278,84446,BR serine/threonine kinase 1
COL3A1,1281_at,0.966,0.8629302,0.175682,-5.7779,0.2281056,1281,"collagen, type III, alpha 1"
ZNF479,90827_at,0.966,0.8630731,-0.175496,-5.7779,-0.0351,90827,zinc finger protein 479
LTO1,220064_at,0.966,0.8630983,-0.175464,-5.778,-0.0464167,220064,oral cancer overexpressed 1
COQ7,10229_at,0.966,0.863173,-0.175367,-5.778,-0.0366611,10229,"coenzyme Q7 homolog, ubiquinone (yeast)"
OR1I1,126370_at,0.966,0.8632415,-0.175278,-5.778,-0.0169056,126370,"olfactory receptor, family 1, subfamily I, member 1"
ZNF217,7764_at,0.966,0.8632475,0.17527,-5.778,0.0829944,7764,zinc finger protein 217
PLEK,5341_at,0.966,0.8632706,0.17524,-5.778,0.0160222,5341,pleckstrin
TBCC,6903_at,0.966,0.8633666,-0.175116,-5.778,-0.0320944,6903,tubulin folding cofactor C
LINC00606,285370_at,0.966,0.86339,-0.175086,-5.778,-0.0174278,285370,uncharacterized LOC285370
MMRN2,79812_at,0.966,0.863417,-0.175051,-5.778,-0.0229722,79812,multimerin 2
SRSF3,6428_at,0.966,0.8634465,0.175013,-5.778,0.0362778,6428,serine/arginine-rich splicing factor 3
GTF2I,2969_at,0.966,0.8634745,0.174976,-5.778,0.0478667,2969,general transcription factor IIi
GTF3C2-AS1,100505624_at,0.966,0.8634787,-0.174971,-5.778,-0.0174556,100505624,uncharacterized LOC100505624
CDSN,1041_at,0.966,0.8635934,-0.174822,-5.7781,-0.0192111,1041,corneodesmosin
SLC24A1,9187_at,0.966,0.8636602,-0.174736,-5.7781,-0.0299722,9187,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
LHFPL5,222662_at,0.966,0.8636788,-0.174712,-5.7781,-0.0227778,222662,lipoma HMGIC fusion partner-like 5
PTGER1,5731_at,0.966,0.8637832,-0.174576,-5.7781,-0.0187,5731,"prostaglandin E receptor 1 (subtype EP1), 42kDa"
RHBDF2,79651_at,0.966,0.8639007,0.174424,-5.7781,0.0651722,79651,rhomboid 5 homolog 2 (Drosophila)
ATP13A2,23400_at,0.966,0.8639148,0.174406,-5.7781,0.0357833,23400,ATPase type 13A2
HS3ST3B1,9953_at,0.966,0.8640796,0.174192,-5.7782,0.0188778,9953,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1
SBNO2,22904_at,0.966,0.8641113,0.174151,-5.7782,0.0410167,22904,strawberry notch homolog 2 (Drosophila)
KLRD1,3824_at,0.966,0.8641143,0.174147,-5.7782,0.0143333,3824,"killer cell lectin-like receptor subfamily D, member 1"
FTHL17,53940_at,0.966,0.8641601,-0.174088,-5.7782,-0.0239611,53940,"ferritin, heavy polypeptide-like 17"
C2CD6,151254_at,0.966,0.8641687,0.174077,-5.7782,0.0140278,151254,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"
TLR10,81793_at,0.966,0.8642772,-0.173936,-5.7782,-0.0198444,81793,toll-like receptor 10
ABCD3,5825_at,0.966,0.8646335,-0.173475,-5.7783,-0.0520889,5825,"ATP-binding cassette, sub-family D (ALD), member 3"
TIPRL,261726_at,0.966,0.8646539,0.173448,-5.7783,0.0409833,261726,"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)"
RTF1,23168_at,0.966,0.8646698,0.173428,-5.7783,0.0341111,23168,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)"
RASGRP3,25780_at,0.966,0.8648785,0.173157,-5.7783,0.0655278,25780,RAS guanyl releasing protein 3 (calcium and DAG-regulated)
BAIAP2L1,55971_at,0.966,0.8649198,-0.173104,-5.7784,-0.1159222,55971,BAI1-associated protein 2-like 1
uncharacterized LOC100507486,100507486_at,0.966,0.8649472,0.173068,-5.7784,0.07555,100507486,uncharacterized LOC100507486
CLEC12A,160364_at,0.967,0.8652378,0.172692,-5.7784,0.0171333,160364,"C-type lectin domain family 12, member A"
SELPLG,6404_at,0.967,0.8652785,-0.172639,-5.7784,-0.0285611,6404,selectin P ligand
uncharacterized LOC100289495,100289495_at,0.967,0.8653544,0.172541,-5.7784,0.0325722,100289495,uncharacterized LOC100289495
PCYOX1L,78991_at,0.967,0.8653638,-0.172529,-5.7784,-0.0731444,78991,prenylcysteine oxidase 1 like
SPMIP3,200159_at,0.967,0.8653945,-0.172489,-5.7785,-0.0302333,200159,chromosome 1 open reading frame 100
OSTF1,26578_at,0.967,0.8654595,-0.172405,-5.7785,-0.0897,26578,osteoclast stimulating factor 1
NLRC4,58484_at,0.967,0.8657212,0.172066,-5.7785,0.0149278,58484,"NLR family, CARD domain containing 4"
POLQ,10721_at,0.967,0.8657538,0.172024,-5.7785,0.0297056,10721,"polymerase (DNA directed), theta"
PJA2,9867_at,0.967,0.8658429,0.171909,-5.7786,0.0612444,9867,praja ring finger 2
C2orf83,56918_at,0.967,0.8659303,0.171795,-5.7786,0.0165,56918,chromosome 2 open reading frame 83
GPX5,2880_at,0.967,0.866035,-0.17166,-5.7786,-0.0137944,2880,glutathione peroxidase 5 (epididymal androgen-related protein)
EVI5L,115704_at,0.967,0.8662252,0.171413,-5.7786,0.0173722,115704,ecotropic viral integration site 5-like
ST6GAL2,84620_at,0.967,0.8662641,-0.171363,-5.7786,-0.0168333,84620,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 2"
uncharacterized LOC100507479,100507479_at,0.967,0.8662926,-0.171326,-5.7786,-0.0277722,100507479,uncharacterized LOC100507479
MB21D2,151963_at,0.967,0.8664362,0.17114,-5.7787,0.0990556,151963,Mab-21 domain containing 2
HAND1,9421_at,0.967,0.8664616,-0.171107,-5.7787,-0.0301556,9421,heart and neural crest derivatives expressed 1
ZBTB12,221527_at,0.967,0.8664664,-0.171101,-5.7787,-0.02465,221527,zinc finger and BTB domain containing 12
TIGD5,84948_at,0.967,0.8665042,-0.171052,-5.7787,-0.0339333,84948,tigger transposable element derived 5
ZNF385B,151126_at,0.967,0.8665096,-0.171045,-5.7787,-0.1576389,151126,zinc finger protein 385B
uncharacterized LOC284649,284649_at,0.967,0.8665598,0.17098,-5.7787,0.0177556,284649,uncharacterized LOC284649
RC3H2,54542_at,0.967,0.8665829,0.17095,-5.7787,0.0318333,54542,ring finger and CCCH-type domains 2
chromosome 12 open reading frame 61,283416_at,0.967,0.8666558,0.170856,-5.7787,0.0249333,283416,chromosome 12 open reading frame 61
MYH2,4620_at,0.967,0.8667295,-0.17076,-5.7787,-0.02095,4620,"myosin, heavy chain 2, skeletal muscle, adult"
immunoglobulin kappa variable 1D-8,28904_at,0.967,0.8669483,-0.170477,-5.7788,-0.0245111,28904,immunoglobulin kappa variable 1D-8
PTGES2,80142_at,0.967,0.8669935,-0.170419,-5.7788,-0.0309444,80142,prostaglandin E synthase 2
SRRM3,222183_at,0.967,0.8670137,0.170393,-5.7788,0.0252556,222183,serine/arginine repetitive matrix 3
LMAN2,10960_at,0.967,0.8670182,0.170387,-5.7788,0.0294389,10960,"lectin, mannose-binding 2"
ZCWPW2,152098_at,0.967,0.8671787,-0.170179,-5.7788,-0.01685,152098,"zinc finger, CW type with PWWP domain 2"
CLEC4M,10332_at,0.967,0.8671913,0.170163,-5.7788,0.0155556,10332,"C-type lectin domain family 4, member M"
CSH2,1443_at,0.967,0.8672128,-0.170135,-5.7788,-0.0236556,1443,chorionic somatomammotropin hormone 2
PABIR2,159090_at,0.967,0.867228,-0.170115,-5.7788,-0.0677667,159090,family with sequence similarity 122B
MAGOH-DT,100507564_at,0.967,0.8672298,0.170113,-5.7788,0.0387833,100507564,uncharacterized LOC100507564
PFDN4,5203_at,0.967,0.867255,0.17008,-5.7789,0.0416722,5203,prefoldin subunit 4
SLC2A9,56606_at,0.967,0.8673219,-0.169994,-5.7789,-0.036,56606,"solute carrier family 2 (facilitated glucose transporter), member 9"
